GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.75,2.75000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1972,1972,,EUR,1972,1972,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,15.58,15.58000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1961,1961,,EUR,1961,1961,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.95,2.95000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1986,1986,,EUR,1986,1986,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.71,2.71000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1966,1966,,EUR,1966,1966,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,3.38,3.38000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1986,1986,,EUR,1986,1986,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,16.13,16.13000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1984,1984,,EUR,1984,1984,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.58,2.58000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1991,1991,,EUR,1991,1991,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,14.85,14.85000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1968,1968,,EUR,1968,1968,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.87,2.87000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1977,1977,,EUR,1977,1977,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,3.01,3.01000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1990,1990,,EUR,1990,1990,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,10.01,10.01000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1977,1977,,EUR,1977,1977,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,14.64,14.64000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1981,1981,,EUR,1981,1981,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,12.55,12.55000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,13.27,13.27000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1972,1972,,EUR,1972,1972,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.67,2.67000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1967,1967,,EUR,1967,1967,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.73,2.73000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.45,2.45000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1992,1992,,EUR,1992,1992,Europe,,,,,FRA,France,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.20,0.20000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1985,1985,,EUR,1985,1985,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,11.10,11.10000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1994,1994,,EUR,1994,1994,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,14.11,14.11000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1964,1964,,EUR,1964,1964,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,23.96,23.96000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1989,1989,,EUR,1989,1989,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,10.24,10.24000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1983,1983,,EUR,1983,1983,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.77,2.77000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1991,1991,,EUR,1991,1991,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.53,2.53000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1982,1982,,EUR,1982,1982,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,12.37,12.37000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1988,1988,,EUR,1988,1988,Europe,,,,,FRA,France,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.26,0.26000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1980,1980,,EUR,1980,1980,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.85,2.85000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1975,1975,,EUR,1975,1975,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.95,2.95000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1987,1987,,EUR,1987,1987,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.77,2.77000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1991,1991,,EUR,1991,1991,Europe,,,,,FRA,France,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.26,0.26000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1978,1978,,EUR,1978,1978,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.94,2.94000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1987,1987,,EUR,1987,1987,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.45,2.45000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1962,1962,,EUR,1962,1962,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,19.71,19.71000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,,,,FRA,France,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.27,0.27000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1973,1973,,EUR,1973,1973,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.94,2.94000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1969,1969,,EUR,1969,1969,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,22.15,22.15000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1987,1987,,EUR,1987,1987,Europe,,,,,FRA,France,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.26,0.26000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1981,1981,,EUR,1981,1981,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,18.33,18.33000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,8.02,8.02000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1973,1973,,EUR,1973,1973,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,21.40,21.40000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1983,1983,,EUR,1983,1983,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.78,2.78000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1963,1963,,EUR,1963,1963,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.47,2.47000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1989,1989,,EUR,1989,1989,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.98,2.98000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1969,1969,,EUR,1969,1969,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.96,2.96000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1964,1964,,EUR,1964,1964,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,3.29,3.29000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.75,2.75000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1984,1984,,EUR,1984,1984,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,11.45,11.45000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1990,1990,,EUR,1990,1990,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,15.73,15.73000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1971,1971,,EUR,1971,1971,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,21.44,21.44000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,8.18,8.18000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1966,1966,,EUR,1966,1966,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,23.32,23.32000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1976,1976,,EUR,1976,1976,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,20.84,20.84000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,14.24,14.24000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1971,1971,,EUR,1971,1971,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.78,2.78000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.83,2.83000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1985,1985,,EUR,1985,1985,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,16.59,16.59000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1980,1980,,EUR,1980,1980,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,12.88,12.88000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1972,1972,,EUR,1972,1972,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.95,2.95000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1994,1994,,EUR,1994,1994,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.45,2.45000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1984,1984,,EUR,1984,1984,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.62,2.62000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1964,1964,,EUR,1964,1964,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,17.91,17.91000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1982,1982,,EUR,1982,1982,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,2.83,2.83000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,,,,FRA,France,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.25,0.25000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1976,1976,,EUR,1976,1976,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,3.06,3.06000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1967,1967,,EUR,1967,1967,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,16.97,16.97000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1967,1967,,EUR,1967,1967,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,23.05,23.05000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,7.80,7.80000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,FRA,France,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.26,0.26000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1974,1974,,EUR,1974,1974,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,3.15,3.15000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.43,2.43000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1986,1986,,EUR,1986,1986,Europe,,,,,FRA,France,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.25,0.25000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1972,1972,,EUR,1972,1972,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,21.20,21.20000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1979,1979,,EUR,1979,1979,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,3.27,3.27000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1979,1979,,EUR,1979,1979,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,19.40,19.40000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1975,1975,,EUR,1975,1975,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,14.99,14.99000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1983,1983,,EUR,1983,1983,Europe,,,,,FRA,France,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.26,0.26000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1974,1974,,EUR,1974,1974,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,21.15,21.15000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1989,1989,,EUR,1989,1989,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,16.05,16.05000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1977,1977,,EUR,1977,1977,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,20.74,20.74000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,8.61,8.61000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1961,1961,,EUR,1961,1961,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,2.53,2.53000,,,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,GISAHFRA,Data source,,PUBLISHED,Published,,1970,1970,,EUR,1970,1970,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,15.96,15.96000,,,,,
