GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,20.3 [15.2-25.5],20.30000,15.20000,25.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,20.5 [15.3-26.1],20.50000,15.30000,26.10000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,7.3 [4.2-11.4],7.30000,4.20000,11.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1978,1978,,EUR,Europe,,FRA,1978,1978,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,7.5 [4.5-11.5],7.50000,4.50000,11.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1979,1979,,EUR,Europe,,FRA,1979,1979,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,7.8 [4.8-11.7],7.80000,4.80000,11.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1980,1980,,EUR,Europe,,FRA,1980,1980,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,8.1 [5.0-11.9],8.10000,5.00000,11.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1994,1994,,EUR,Europe,,FRA,1994,1994,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,12.4 [9.0-16.5],12.40000,9.00000,16.50000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,12.8 [9.3-16.9],12.80000,9.30000,16.90000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,13.2 [9.7-17.2],13.20000,9.70000,17.20000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1997,1997,,EUR,Europe,,FRA,1997,1997,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,13.6 [10.0-17.7],13.60000,10.00000,17.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.2 [14.6-24.1],19.20000,14.60000,24.10000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.6 [14.9-24.7],19.60000,14.90000,24.70000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.1 [15.1-25.4],20.10000,15.10000,25.40000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.5 [15.4-26.1],20.50000,15.40000,26.10000,,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.0 [15.6-26.8],21.00000,15.60000,26.80000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,9.6 [6.8-13.0],9.60000,6.80000,13.00000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1978,1978,,EUR,Europe,,FRA,1978,1978,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,9.8 [7.1-13.1],9.80000,7.10000,13.10000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1979,1979,,EUR,Europe,,FRA,1979,1979,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,10.1 [7.4-13.3],10.10000,7.40000,13.30000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1980,1980,,EUR,Europe,,FRA,1980,1980,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,10.3 [7.7-13.4],10.30000,7.70000,13.40000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1994,1994,,EUR,Europe,,FRA,1994,1994,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,14.4 [11.8-17.4],14.40000,11.80000,17.40000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,14.8 [12.1-17.8],14.80000,12.10000,17.80000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,15.2 [12.4-18.2],15.20000,12.40000,18.20000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1997,1997,,EUR,Europe,,FRA,1997,1997,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,15.6 [12.8-18.6],15.60000,12.80000,18.60000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,20.8 [17.4-24.2],20.80000,17.40000,24.20000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.2 [17.7-24.7],21.20000,17.70000,24.70000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.6 [17.9-25.3],21.60000,17.90000,25.30000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,22.0 [18.2-25.9],22.00000,18.20000,25.90000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,22.4 [18.4-26.5],22.40000,18.40000,26.50000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,11.7 [7.2-17.2],11.70000,7.20000,17.20000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1978,1978,,EUR,Europe,,FRA,1978,1978,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,11.9 [7.6-17.2],11.90000,7.60000,17.20000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1979,1979,,EUR,Europe,,FRA,1979,1979,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,12.1 [7.9-17.3],12.10000,7.90000,17.30000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1980,1980,,EUR,Europe,,FRA,1980,1980,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,12.3 [8.2-17.4],12.30000,8.20000,17.40000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1994,1994,,EUR,Europe,,FRA,1994,1994,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,15.9 [12.1-20.2],15.90000,12.10000,20.20000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.2 [12.4-20.5],16.20000,12.40000,20.50000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.5 [12.7-20.9],16.50000,12.70000,20.90000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1997,1997,,EUR,Europe,,FRA,1997,1997,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,16.9 [13.0-21.2],16.90000,13.00000,21.20000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.2 [16.4-26.1],21.20000,16.40000,26.10000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.5 [16.6-26.6],21.50000,16.60000,26.60000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.8 [16.7-27.1],21.80000,16.70000,27.10000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,22.1 [16.8-27.7],22.10000,16.80000,27.70000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,22.4 [16.9-28.2],22.40000,16.90000,28.20000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,7.3 [4.2-11.5],7.30000,4.20000,11.50000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1978,1978,,EUR,Europe,,FRA,1978,1978,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,7.6 [4.5-11.7],7.60000,4.50000,11.70000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1979,1979,,EUR,Europe,,FRA,1979,1979,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,7.9 [4.8-11.8],7.90000,4.80000,11.80000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1980,1980,,EUR,Europe,,FRA,1980,1980,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,8.1 [5.1-12.1],8.10000,5.10000,12.10000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1994,1994,,EUR,Europe,,FRA,1994,1994,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,12.8 [9.3-17.0],12.80000,9.30000,17.00000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,13.3 [9.7-17.4],13.30000,9.70000,17.40000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,13.7 [10.1-17.9],13.70000,10.10000,17.90000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,1997,1997,,EUR,Europe,,FRA,1997,1997,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,14.2 [10.5-18.4],14.20000,10.50000,18.40000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.5 [15.7-25.6],20.50000,15.70000,25.60000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.9 [16.1-26.3],20.90000,16.10000,26.30000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.4 [16.4-27.0],21.40000,16.40000,27.00000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.9 [16.6-27.7],21.90000,16.60000,27.70000,,,
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2389,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.4 [16.8-28.5],22.40000,16.80000,28.50000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1975,1975,,EUR,Europe,,FRA,1975,1975,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,3.8 [2.1-6.4],3.80000,2.10000,6.40000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1976,1976,,EUR,Europe,,FRA,1976,1976,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,3.7 [2.1-6.1],3.70000,2.10000,6.10000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,3.6 [2.1-5.8],3.60000,2.10000,5.80000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,2.8 [1.8-4.1],2.80000,1.80000,4.10000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1992,1992,,EUR,Europe,,FRA,1992,1992,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,2.7 [1.8-4.0],2.70000,1.80000,4.00000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,2.7 [1.7-3.9],2.70000,1.70000,3.90000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1994,1994,,EUR,Europe,,FRA,1994,1994,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,2.6 [1.7-3.8],2.60000,1.70000,3.80000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,2.1 [1.3-3.1],2.10000,1.30000,3.10000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,2.0 [1.3-3.1],2.00000,1.30000,3.10000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,2.0 [1.2-3.0],2.00000,1.20000,3.00000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,2.0 [1.2-3.0],2.00000,1.20000,3.00000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,1.9 [1.2-3.0],1.90000,1.20000,3.00000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1975,1975,,EUR,Europe,,FRA,1975,1975,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,5.6 [2.6-10.3],5.60000,2.60000,10.30000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1976,1976,,EUR,Europe,,FRA,1976,1976,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,5.5 [2.6-9.9],5.50000,2.60000,9.90000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1977,1977,,EUR,Europe,,FRA,1977,1977,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,5.4 [2.7-9.5],5.40000,2.70000,9.50000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,4.3 [2.5-6.8],4.30000,2.50000,6.80000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1992,1992,,EUR,Europe,,FRA,1992,1992,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,4.2 [2.5-6.7],4.20000,2.50000,6.70000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,4.2 [2.4-6.5],4.20000,2.40000,6.50000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1994,1994,,EUR,Europe,,FRA,1994,1994,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,4.1 [2.4-6.5],4.10000,2.40000,6.50000,,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,3.4 [1.9-5.3],3.40000,1.90000,5.30000,,,
