GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,488319.1,488319.10000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,4630495,4630495.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,47.3,47.27651,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,3657360,3657360.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,37.9,37.89583,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.005,0.00464,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.023,0.02295,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,95161.7,95161.70000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,0.045,0.04456,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,89962.76,89962.76000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,4008.588,4008.58800,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,440293.4,440293.40000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,385508.9,385508.90000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,1392022,1392022.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,17.3,17.26675,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,0.031,0.03118,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,0.083,0.08290,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,0.344,0.34447,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,49613.8,49613.80000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,17090.71,17090.71000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGELT1,<1 year,,FMLE,Female,,,,,,,,100000,100000.00000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGELT1,<1 year,,FMLE,Female,,,,,,,,383.456,383.45550,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGELT1,<1 year,,FMLE,Female,,,,,,,,99640.09,99640.09000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGELT1,<1 year,,FMLE,Female,,,,,,,,8300313,8300313.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGELT1,<1 year,,FMLE,Female,,,,,,,,83,83.00313,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,7802421,7802421.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,78.4,78.39251,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,0,0.00012,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,0.001,0.00062,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,0.002,0.00174,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,99284.5,99284.50000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,172.541,172.54050,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,496002.3,496002.30000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,237.358,237.35820,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,494107.8,494107.80000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,5319773,5319773.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,53.8,53.77209,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,0.001,0.00083,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,44.1,44.08622,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,0.002,0.00213,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,0.011,0.01057,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,97598,97598.00000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,95215.31,95215.31000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,1867.331,1867.33100,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,471645.3,471645.30000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,2878098,2878098.00000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,1945665,1945665.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,21.4,21.42368,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.014,0.01436,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.069,0.06950,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,0.051,0.05064,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,0.227,0.22659,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,71730.5,71730.50000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,FRA,France,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,16253.46,16253.46000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGELT1,<1 year,,MLE,Male,,,,,,,,474.576,474.57630,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGELT1,<1 year,,MLE,Male,,,,,,,,99552,99552.00000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGELT1,<1 year,,MLE,Male,,,,,,,,7611478,7611478.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGELT1,<1 year,,MLE,Male,,,,,,,,76.1,76.11478,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,71.6,71.55619,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,0,0.00018,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,0.001,0.00089,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,99360.48,99360.48000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,0.005,0.00476,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,98990.86,98990.86000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,470.953,470.95270,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,493826.6,493826.60000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,5624784,5624784.00000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,488994.2,488994.20000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,4639448,4639448.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,47.3,47.30411,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,0.002,0.00172,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.005,0.00459,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.023,0.02273,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,95375.59,95375.59000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,2167.684,2167.68400,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,3991.51,3991.51000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,441293.7,441293.70000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,2253930,2253930.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,25,25.00027,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,1394667,1394667.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,17.3,17.27341,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,0.03,0.03032,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,0.141,0.14143,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,0.345,0.34451,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,49562.01,49562.01000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,17074.4,17074.40000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,206036.4,206036.40000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGELT1,<1 year,,FMLE,Female,,,,,,,,99647.77,99647.77000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGELT1,<1 year,,FMLE,Female,,,,,,,,8288506,8288506.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGELT1,<1 year,,FMLE,Female,,,,,,,,82.9,82.88506,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,0,0.00021,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,78.3,78.26521,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,0,0.00010,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,FRA,France,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,0.001,0.00051,,,,,
