GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
HWF_0004,Specialist medical practitioners (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5317,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,,,,108254,108254.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0004,Specialist medical practitioners (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5317,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,,,,107374,107374.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0004,Specialist medical practitioners (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5317,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,,,,108870,108870.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0004,Specialist medical practitioners (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5317,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,,,,106780,106780.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0004,Specialist medical practitioners (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5317,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,,,,108501,108501.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0004,Specialist medical practitioners (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5317,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,,,,110185,110185.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0004,Specialist medical practitioners (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5317,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,,,,111837,111837.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0004,Specialist medical practitioners (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5317,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,,,,113527,113527.00000,,,,,"Includes Specialist medical practitioners. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0004,Specialist medical practitioners (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5317,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,,,,115039,115039.00000,,,,,"Includes Specialist medical practitioners. Data source: OECD Health Data, accessed November 2019"
HWF_0004,Specialist medical practitioners (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5317,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,,,,116273,116273.00000,,,,,"Includes Specialist medical practitioners. Data source: OECD Health Data, accessed November 2019"
HWF_0004,Specialist medical practitioners (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5317,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,,,,117414,117414.00000,,,,,"Includes Specialist medical practitioners. Data source: OECD Health Data, accessed November 2019"
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,,,,1.910,1.91000,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,,,,2.183,2.18300,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,1999,1999,,EUR,Europe,,FRA,1999,1999,France,,,,,2.371,2.37100,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,,,,71.139,71.13900,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2001,2001,,EUR,Europe,,FRA,2001,2001,France,,,,,73.127,73.12700,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,,,,74.886,74.88600,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2003,2003,,EUR,Europe,,FRA,2003,2003,France,,,,,76.822,76.82200,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,,,,78.869,78.86900,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,,,,81.181,81.18100,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,,,,83.198,83.19800,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,,,,81.853,81.85300,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,,,,84.741,84.74100,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,,,,87.688,87.68800,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,,,,90.124,90.12400,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,,,,92.860,92.86000,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,,,,96.880,96.88000,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,,,,99.817,99.81700,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,,,,102.792,102.79200,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,,,,105.952,105.95200,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,,,,108.898,108.89800,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,,,,111.620,111.62000,,,,,
HWF_0006,Nursing and midwifery personnel (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5319,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,,,,114.707,114.70700,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,,,,10872,10872.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,,,,12662,12662.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,1999,1999,,EUR,Europe,,FRA,1999,1999,France,,,,,13921,13921.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,,,,419827,419827.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2001,2001,,EUR,Europe,,FRA,2001,2001,France,,,,,434259,434259.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,,,,447845,447845.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2003,2003,,EUR,Europe,,FRA,2003,2003,France,,,,,462865,462865.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,,,,478718,478718.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,,,,496178,496178.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,,,,511740,511740.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,,,,506418,506418.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,,,,527165,527165.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,,,,548429,548429.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,,,,566696,566696.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,,,,587080,587080.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,,,,615809,615809.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,,,,637766,637766.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,,,,659856,659856.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,,,,682896,682896.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,,,,704220,704220.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,,,,723770,723770.00000,,,,,
HWF_0007,Nursing and midwifery personnel  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5320,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,,,,745485,745485.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,,,,404564,404564.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2001,2001,,EUR,Europe,,FRA,2001,2001,France,,,,,418571,418571.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,,,,431565,431565.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2003,2003,,EUR,Europe,,FRA,2003,2003,France,,,,,446100,446100.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,,,,461503,461503.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,,,,478483,478483.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,,,,493503,493503.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,,,,487663,487663.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,,,,507514,507514.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,,,,528389,528389.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,,,,547861,547861.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,,,,567564,567564.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,,,,595594,595594.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,,,,616796,616796.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,,,,638248,638248.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,,,,660611,660611.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,,,,681459,681459.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,,,,700988,700988.00000,,,,,
HWF_0008,Nursing personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5321,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,,,,722572,722572.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,,,,10872,10872.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,,,,12662,12662.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,1999,1999,,EUR,Europe,,FRA,1999,1999,France,,,,,13921,13921.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,,,,15263,15263.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2001,2001,,EUR,Europe,,FRA,2001,2001,France,,,,,15688,15688.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,,,,16280,16280.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2003,2003,,EUR,Europe,,FRA,2003,2003,France,,,,,16765,16765.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,,,,17215,17215.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,,,,17695,17695.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,,,,18237,18237.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,,,,18755,18755.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,,,,19651,19651.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,,,,20040,20040.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,,,,18835,18835.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,,,,19516,19516.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,,,,20215,20215.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,,,,20970,20970.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,,,,21608,21608.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,,,,22285,22285.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,,,,22761,22761.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,,,,22782,22782.00000,,,,,
HWF_0009,Midwifery personnel (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5322,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,,,,22913,22913.00000,,,,,
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,,,,6.702,6.70200,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,1992,1992,,EUR,Europe,,FRA,1992,1992,France,,,,,6.728,6.72800,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,,,,6.775,6.77500,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,1994,1994,,EUR,Europe,,FRA,1994,1994,France,,,,,6.822,6.82200,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,,,,6.871,6.87100,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,,,,6.820,6.82000,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,1997,1997,,EUR,Europe,,FRA,1997,1997,France,,,,,6.780,6.78000,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,1998,1998,,EUR,Europe,,FRA,1998,1998,France,,,,,6.751,6.75100,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,1999,1999,,EUR,Europe,,FRA,1999,1999,France,,,,,6.829,6.82900,,,,,Includes Dentists .
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,,,,7.214,7.21400,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2001,2001,,EUR,Europe,,FRA,2001,2001,France,,,,,7.183,7.18300,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,,,,7.165,7.16500,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2003,2003,,EUR,Europe,,FRA,2003,2003,France,,,,,7.153,7.15300,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,,,,7.132,7.13200,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,,,,7.129,7.12900,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,,,,7.093,7.09300,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,,,,7.047,7.04700,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,,,,6.962,6.96200,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,,,,6.894,6.89400,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,,,,6.862,6.86200,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
