GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,NHA_FRA,France note,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_HI,High-income,,FRA,France,,15.61,15.61382,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,NHA_FRA,France note,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,WB_HI,High-income,,FRA,France,,15.53,15.53038,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,NHA_FRA,France note,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,WB_HI,High-income,,FRA,France,,15.62,15.62425,,,,,
WHS7_113,General government expenditure on health as a percentage of total government expenditure,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/93,NHA_FRA,France note,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_HI,High-income,,FRA,France,,15.69,15.68729,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_120,External resources for health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/91,NHA_FRA,France note,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_HI,High-income,,FRA,France,,0.00,0.00000,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,WB_HI,High-income,,FRA,France,,94.19,94.19112,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,WB_HI,High-income,,FRA,France,,94.11,94.11294,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,WB_HI,High-income,,FRA,France,,94.06,94.06109,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,WB_HI,High-income,,FRA,France,,94.32,94.32032,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,WB_HI,High-income,,FRA,France,,94.40,94.39519,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,FRA,France,,94.32,94.32090,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_HI,High-income,,FRA,France,,94.33,94.33086,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_HI,High-income,,FRA,France,,93.98,93.97978,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_HI,High-income,,FRA,France,,95.70,95.70445,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,WB_HI,High-income,,FRA,France,,95.67,95.67323,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,FRA,France,,95.74,95.74457,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,WB_HI,High-income,,FRA,France,,95.56,95.55784,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_HI,High-income,,FRA,France,,95.44,95.43953,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_HI,High-income,,FRA,France,,95.39,95.39224,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,WB_HI,High-income,,FRA,France,,95.06,95.05600,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,FRA,France,,95.27,95.27239,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_HI,High-income,,FRA,France,,95.23,95.22996,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,WB_HI,High-income,,FRA,France,,95.14,95.14082,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,WB_HI,High-income,,FRA,France,,95.07,95.07061,,,,,
WHS7_134,Social security expenditure on health as a percentage of general government expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/121,NHA_FRA,France note,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_HI,High-income,,FRA,France,,94.69,94.68858,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,WB_HI,High-income,,FRA,France,,37.43,37.42874,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,WB_HI,High-income,,FRA,France,,35.83,35.83025,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,WB_HI,High-income,,FRA,France,,35.33,35.32717,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,WB_HI,High-income,,FRA,France,,34.74,34.73802,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,WB_HI,High-income,,FRA,France,,34.86,34.85833,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,FRA,France,,34.44,34.43955,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_HI,High-income,,FRA,France,,34.79,34.78577,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_HI,High-income,,FRA,France,,34.28,34.27676,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_HI,High-income,,FRA,France,,32.20,32.19714,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,WB_HI,High-income,,FRA,France,,31.51,31.50885,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,FRA,France,,32.15,32.14617,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,WB_HI,High-income,,FRA,France,,33.16,33.15560,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_HI,High-income,,FRA,France,,32.86,32.85811,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_HI,High-income,,FRA,France,,33.55,33.55303,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,WB_HI,High-income,,FRA,France,,33.38,33.38341,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,FRA,France,,33.14,33.13841,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_HI,High-income,,FRA,France,,30.83,30.83399,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,WB_HI,High-income,,FRA,France,,29.98,29.98125,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,WB_HI,High-income,,FRA,France,,29.32,29.32475,,,,,
WHS7_139,Out-of-pocket expenditure as a percentage of private expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/107,NHA_FRA,France note,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_HI,High-income,,FRA,France,,29.08,29.07773,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,WB_HI,High-income,,FRA,France,,10.11,10.11256,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,WB_HI,High-income,,FRA,France,,10.11,10.10874,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,WB_HI,High-income,,FRA,France,,9.98,9.97505,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,WB_HI,High-income,,FRA,France,,9.86,9.86474,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,WB_HI,High-income,,FRA,France,,9.86,9.85690,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,FRA,France,,9.77,9.77455,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_HI,High-income,,FRA,France,,9.89,9.88690,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_HI,High-income,,FRA,France,,10.22,10.22031,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_HI,High-income,,FRA,France,,10.43,10.42832,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,WB_HI,High-income,,FRA,France,,10.53,10.53473,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,FRA,France,,10.60,10.59989,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,WB_HI,High-income,,FRA,France,,10.53,10.52922,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_HI,High-income,,FRA,France,,10.45,10.44899,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_HI,High-income,,FRA,France,,10.57,10.56987,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,WB_HI,High-income,,FRA,France,,11.28,11.28059,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,FRA,France,,11.20,11.19722,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_HI,High-income,,FRA,France,,11.33,11.33489,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,WB_HI,High-income,,FRA,France,,11.44,11.43899,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,WB_HI,High-income,,FRA,France,,11.56,11.56028,,,,,
WHS7_143,Total expenditure on health as a percentage of gross domestic product,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/122,NHA_FRA,France note,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_HI,High-income,,FRA,France,,11.54,11.53952,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,WB_HI,High-income,,FRA,France,,20.31,20.31471,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,WB_HI,High-income,,FRA,France,,20.44,20.43705,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,WB_HI,High-income,,FRA,France,,20.36,20.35641,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,WB_HI,High-income,,FRA,France,,20.48,20.48199,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,WB_HI,High-income,,FRA,France,,20.55,20.55058,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,FRA,France,,20.62,20.61526,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_HI,High-income,,FRA,France,,20.62,20.61552,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_HI,High-income,,FRA,France,,20.34,20.33847,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_HI,High-income,,FRA,France,,22.06,22.06014,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,WB_HI,High-income,,FRA,France,,22.10,22.10136,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,FRA,France,,22.01,22.01485,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,WB_HI,High-income,,FRA,France,,22.38,22.37618,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_HI,High-income,,FRA,France,,22.31,22.30551,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_HI,High-income,,FRA,France,,22.71,22.71109,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,WB_HI,High-income,,FRA,France,,22.46,22.46398,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,FRA,France,,22.49,22.48875,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_HI,High-income,,FRA,France,,21.70,21.70452,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,WB_HI,High-income,,FRA,France,,21.70,21.70248,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,WB_HI,High-income,,FRA,France,,21.65,21.64695,,,,,
WHS7_147,Private expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/119,NHA_FRA,France note,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_HI,High-income,,FRA,France,,21.79,21.79471,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,WB_HI,High-income,,FRA,France,,79.69,79.68528,,,,,
