GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,2003,2003,High-income,,FRA,France,,96,96.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,2005,2005,High-income,,FRA,France,,98,98.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,2012,2012,High-income,,FRA,France,,99,99.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,2014,2014,High-income,,FRA,France,,98,98.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,1983,1983,,EUR,Europe,,WB_HI,1983,1983,High-income,,FRA,France,,15,15.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,1988,1988,,EUR,Europe,,WB_HI,1988,1988,High-income,,FRA,France,,51,51.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,1990,1990,,EUR,Europe,,WB_HI,1990,1990,High-income,,FRA,France,,71,71.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,1997,1997,High-income,,FRA,France,,83,83.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,1999,1999,High-income,,FRA,France,,83,83.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,2006,2006,High-income,,FRA,France,,89,89.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,2008,2008,High-income,,FRA,France,,89,89.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,2013,2013,High-income,,FRA,France,,90,90.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,2015,2015,,EUR,Europe,,WB_HI,2015,2015,High-income,,FRA,France,,91,91.00000,,,,,
LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,FRA,France,,7.5 [6.0-9.4],7.50000,6.00000,9.40000,,,
LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,FRA,France,,7.5 [6.1-9.5],7.50000,6.10000,9.50000,,,
LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,FRA,France,,7.4 [6.0-9.4],7.40000,6.00000,9.40000,,,
LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,FRA,France,,7.4 [5.9-9.5],7.40000,5.90000,9.50000,,,
LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,FRA,France,,57.1 [45.4-72.5],57.10000,45.40000,72.50000,,,
LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,FRA,France,,58.6 [46.1-72.6],58.60000,46.10000,72.60000,,,
LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,FRA,France,,58.3 [46.7-73.2],58.30000,46.70000,73.20000,,,
LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,FRA,France,,57.0 [45.0-72.5],57.00000,45.00000,72.50000,,,
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,2012,2012,High-income,,FRA,France,,72,72.00000,,,,,
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,2014,2014,High-income,,FRA,France,,77,77.00000,,,,,
PCV3,Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4757,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,92,92.00000,,,,,
PCV3,Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4757,PUBLISHED,Published,,2018,2018,,EUR,Europe,,WB_HI,2018,2018,High-income,,FRA,France,,92,92.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,1981,1981,,EUR,Europe,,WB_HI,1981,1981,High-income,,FRA,France,,79,79.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,1988,1988,,EUR,Europe,,WB_HI,1988,1988,High-income,,FRA,France,,79,79.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,1990,1990,,EUR,Europe,,WB_HI,1990,1990,High-income,,FRA,France,,94,94.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,1997,1997,High-income,,FRA,France,,97,97.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,1999,1999,High-income,,FRA,France,,97,97.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,2004,2004,High-income,,FRA,France,,98,98.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,2006,2006,High-income,,FRA,France,,99,99.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,2013,2013,High-income,,FRA,France,,99,99.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,2015,2015,,EUR,Europe,,WB_HI,2015,2015,High-income,,FRA,France,,97,97.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,PUBLISHED,Published,,1999,1999,,EUR,Europe,,WB_HI,1999,1999,High-income,,FRA,France,,24,24.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,2001,2001,High-income,,FRA,France,,28,28.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,2008,2008,High-income,,FRA,France,,47,47.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,2010,2010,High-income,,FRA,France,,64,64.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,PUBLISHED,Published,,2017,2017,,EUR,Europe,,WB_HI,2017,2017,High-income,,FRA,France,,90,90.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,2001,2001,High-income,,FRA,France,,86,86.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,2003,2003,High-income,,FRA,France,,87,87.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,2010,2010,High-income,,FRA,France,,97,97.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,2012,2012,High-income,,FRA,France,,98,98.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,PUBLISHED,Published,,1980,1980,,EUR,Europe,,WB_HI,1980,1980,High-income,,FRA,France,,80,80.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,PUBLISHED,Published,,1982,1982,,EUR,Europe,,WB_HI,1982,1982,High-income,,FRA,France,,81,81.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,PUBLISHED,Published,,1989,1989,,EUR,Europe,,WB_HI,1989,1989,High-income,,FRA,France,,75,75.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,PUBLISHED,Published,,1991,1991,,EUR,Europe,,WB_HI,1991,1991,High-income,,FRA,France,,78,78.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,1998,1998,High-income,,FRA,France,,81,81.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,2000,2000,High-income,,FRA,France,,83,83.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,2005,2005,High-income,,FRA,France,,81,81.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,2007,2007,High-income,,FRA,France,,78,78.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,1986,1986,,EUR,Europe,,WB_HI,1986,1986,High-income,,FRA,France,,97,97.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,1988,1988,,EUR,Europe,,WB_HI,1988,1988,High-income,,FRA,France,,81,81.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,1995,1995,High-income,,FRA,France,,97,97.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,1997,1997,High-income,,FRA,France,,97,97.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,2002,2002,High-income,,FRA,France,,97,97.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,2004,2004,High-income,,FRA,France,,99,99.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,2006,2006,High-income,,FRA,France,,99,99.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,2011,2011,High-income,,FRA,France,,99,99.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,2013,2013,High-income,,FRA,France,,99,99.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,1989,1989,,EUR,Europe,,WB_HI,1989,1989,High-income,,FRA,France,,58,58.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,1991,1991,,EUR,Europe,,WB_HI,1991,1991,High-income,,FRA,France,,74,74.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,1996,1996,High-income,,FRA,France,,84,84.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,1998,1998,,EUR,Europe,,WB_HI,1998,1998,High-income,,FRA,France,,82,82.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,2000,2000,High-income,,FRA,France,,84,84.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,2005,2005,High-income,,FRA,France,,87,87.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,2007,2007,High-income,,FRA,France,,90,90.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,2014,2014,High-income,,FRA,France,,91,91.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,90,90.00000,,,,,
WHOSIS_000005,Low-birth-weight newborns (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,1998,1998,,,FRA,France,,7,7.00000,,,,,
LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,FRA,France,,7.5 [5.9-9.2],7.50000,5.90000,9.20000,,,
LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,FRA,France,,7.5 [5.9-9.3],7.50000,5.90000,9.30000,,,
LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,FRA,France,,7.5 [6.0-9.4],7.50000,6.00000,9.40000,,,
LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,FRA,France,,7.4 [5.9-9.4],7.40000,5.90000,9.40000,,,
LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,FRA,France,,58.1 [46.1-73.4],58.10000,46.10000,73.40000,,,
LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,FRA,France,,57.8 [46.2-72.0],57.80000,46.20000,72.00000,,,
LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,FRA,France,,57.5 [46.7-72.4],57.50000,46.70000,72.40000,,,
LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,FRA,France,,57.2 [45.8-71.9],57.20000,45.80000,71.90000,,,
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,80,80.00000,,,,,
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,PUBLISHED,Published,,2017,2017,,EUR,Europe,,WB_HI,2017,2017,High-income,,FRA,France,,80,80.00000,,,,,
MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,PUBLISHED,Published,,2018,2018,,EUR,Europe,,WB_HI,2018,2018,High-income,,FRA,France,,80,80.00000,,,,,
PCV3,Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4757,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,2011,2011,High-income,,FRA,France,,89,89.00000,,,,,
PCV3,Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4757,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,2012,2012,High-income,,FRA,France,,89,89.00000,,,,,
PCV3,Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4757,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,2013,2013,High-income,,FRA,France,,89,89.00000,,,,,
PCV3,Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4757,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,2014,2014,High-income,,FRA,France,,89,89.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,1983,1983,,EUR,Europe,,WB_HI,1983,1983,High-income,,FRA,France,,90,90.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,1984,1984,,EUR,Europe,,WB_HI,1984,1984,High-income,,FRA,France,,94,94.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,1985,1985,,EUR,Europe,,WB_HI,1985,1985,High-income,,FRA,France,,95,95.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,1986,1986,,EUR,Europe,,WB_HI,1986,1986,High-income,,FRA,France,,96,96.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,1987,1987,,EUR,Europe,,WB_HI,1987,1987,High-income,,FRA,France,,88,88.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,2000,2000,High-income,,FRA,France,,97,97.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,2001,2001,High-income,,FRA,France,,97,97.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,2002,2002,High-income,,FRA,France,,97,97.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,2003,2003,High-income,,FRA,France,,97,97.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,2017,2017,,EUR,Europe,,WB_HI,2017,2017,High-income,,FRA,France,,96,96.00000,,,,,
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,PUBLISHED,Published,,2018,2018,,EUR,Europe,,WB_HI,2018,2018,High-income,,FRA,France,,96,96.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,2003,2003,High-income,,FRA,France,,28,28.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,2004,2004,High-income,,FRA,France,,35,35.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,2005,2005,High-income,,FRA,France,,35,35.00000,,,,,
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,2006,2006,High-income,,FRA,France,,39,39.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,2005,2005,High-income,,FRA,France,,97,97.00000,,,,,
